166074,166006,166106,166400,166276,166071,166316,166496,166074,166004,166097,166399,166281,166063,166309,166484
166069,166013,166094,166413,166264,166054,166308,166488,166065,166001,166074,166413,166268,166058,166308,166488
166071,165995,166096,166399,166282,166055,166305,166491,166071,165999,166090,166396,166281,166063,166309,166487
166081,166012,166090,166395,166278,166074,166308,166486,166095,166006,166096,166391,166293,166075,166316,166498
166081,165988,166107,166403,166283,166064,166306,166475,166084,165994,166098,166408,166287,166058,166303,166488
166074,165995,166097,166403,166266,166065,166310,166486,166079,165993,166098,166409,166264,166059,166312,166484
166076,166003,166106,166401,166268,166063,166318,166493,166069,166004,166090,166390,166263,166058,166299,166489
166083,166008,166098,166389,166267,166062,166306,166484,166071,165999,166093,166397,166270,166059,166310,166491
166078,166013,166107,166406,166277,166059,166312,166498,166078,166003,166085,166409,166280,166061,166319,166479
166069,166013,166107,166403,166269,166064,166312,166489,166073,166006,166104,166400,166271,166073,166316,166486
166071,166010,166106,166389,166274,166056,166311,166493,166079,166009,166101,166387,166274,166057,166311,166489
166078,166006,166103,166399,166270,166058,166303,166472,166078,165995,166090,166404,166269,166045,166301,166475
166079,166008,166096,166394,166275,166061,166318,166488,166066,165999,166094,166394,166270,166054,166318,166488
166067,166001,166093,166401,166268,166054,166304,166483,166066,166004,166092,166401,166282,166058,166314,166493
166081,165995,166093,166402,166273,166073,166313,166485,166073,165997,166098,166397,166273,166051,166306,166471
166083,166011,166093,166404,166263,166057,166309,166482,166078,166008,166098,166400,166271,166065,166304,166480
166079,166001,166100,166398,166270,166064,166317,166474,166083,166001,166099,166399,166280,166078,166310,166488
166081,166004,166106,166403,166271,166064,166316,166492,166078,165991,166093,166400,166269,166069,166311,166491
166061,165990,166087,166398,166264,166061,166294,166485,166071,165994,166090,166399,166263,166076,166303,166488
166067,166001,166088,166415,166272,166062,166311,166478,166073,166009,166099,166408,166274,166063,166317,166489
166088,166012,166100,166401,166278,166063,166321,166498,166078,166002,166097,166401,166271,166068,166315,166489
-112096,-112166,-112322,-112219,-111955,-112277,-112332,-112165,110669,110616,110658,110899,110869,110633,110821,110983
-168089,-168182,-168382,-168286,-167964,-168329,-168424,-168249,-168096,-168171,-168391,-168294,-167966,-168332,-168413,-168246
-168079,-168169,-168392,-168291,-167985,-168322,-168422,-168252,-168083,-168179,-168388,-168282,-167972,-168323,-168422,-168254
-168085,-168174,-168389,-168282,-167974,-168340,-168421,-168236,-168091,-168171,-168399,-168289,-167972,-168329,-168423,-168255
